date,text
2022-07-05,"OPEC Secretary General meets Nigerian President Muhammadu Buhari
No 20/2022
Abuja, Nigeria
05 Jul 2022
The President of Nigeria, HE Muhammadu Buhari, received OPEC Secretary General, HE Mohammad Sanusi Barkindo, and an accompanying delegation from the OPEC Secretariat in Abuja, Nigeria.
The meeting took place in part to honour Barkindo’s two-term tenure as Secretary General of OPEC.
In attendance were HE Timipre Sylva, Nigeria’s Minister of State for Petroleum Resources and Head of its Delegation to OPEC; Mele Kyari, Group Managing Director of Nigerian National Petroleum Corporation (NNPC) and the country’s National Representative to the Organization; and other senior officials of Nigeria’s petroleum industry.
During the meeting, President Buhari said: “Welcome back home!” adding, “We are proud of your distinguished achievements at OPEC. You were able to successfully navigate the Organization through turbulent challenges.”
Minister Sylva echoed the President’s remarks, thanking the Secretary General for his six years of leadership.
The Minister said: “Mr Barkindo has steered the heavily loaded Declaration of Cooperation (DoC) ship through … turbulent waters, against all formidable obstacles,” adding, “He spearheaded the historic ‘Algeria Accord’ in September 2016, which paved the way for the equally historic DoC between 23 oil-producing countries – a feat that had never been achieved in the oil industry.”
“Mr Barkindo is a strong believer in multilateralism and cooperation,” Minister Sylva highlighted.
In return, the Secretary General said: “I and my colleagues from the OPEC Secretariat are deeply honoured by your audience, Mr President, as well as of the honourable Minister Sylva and other senior officials of the Nigerian oil and gas industry.”
He also briefed the President on oil market developments and the vital role played by the Declaration of Cooperation in stabilizing the global oil market over the past six years.
Barkindo’s term as Secretary General ends on 31 July 2022. Also today, he delivered a keynote address at the Nigerian Oil and Gas Conference and Exhibition in Abuja, which runs from 4-7 July 2022.
Nigeria joined OPEC in 1971. The country marked its 50th Anniversary in OPEC last year."
2022-06-30,"30th OPEC and non-OPEC Ministerial Meeting
No 19/2022
Vienna, Austria
30 Jun 2022
The 30th OPEC and non-OPEC Ministerial Meeting was held via videoconference on 30 June 2022. In view of current oil market fundamentals and the consensus on its outlook, the OPEC and participating non-OPEC oil producing countries agreed to:
Reaffirm the decision of the 10th OPEC and non-OPEC Ministerial Meeting on 12th April 2020 and further endorsed in subsequent meetings including the 19th OPEC and non-OPEC Ministerial Meeting on the 18th July 2021.
  Reconfirm the production adjustment plan and the monthly production adjustment mechanism approved at the 19th and 29th OPEC and non-OPEC Ministerial Meetings and the decision to adjust upward the monthly overall production for the month of August 2022 by 0.648 mb/d.
  Reiterate the critical importance of adhering to full conformity and to the compensation mechanism. Compensation plans should be submitted in accordance with the statement of the 15th OPEC and non-OPEC Ministerial Meeting.
  Hold the 31st OPEC and non-OPEC Ministerial Meeting on 3 August 2022."
2022-06-28,"OPEC’s 2022 Annual Statistical Bulletin launched in Vienna
No 18/2022
Vienna, Austria
28 Jun 2022
The Organization of the Petroleum Exporting Countries (OPEC) today launched its flagship Annual Statistical Bulletin (ASB) 2022. The event was held in a hybrid format.
Dr Ayed Al-Qahtani, Director of Research Division, in charge of the OPEC Secretariat, and Dr Jakob Müllner, Associate Professor and Academic Director at the WU Executive Academy, the sponsor of the launch, delivered remarks at the event. A broad range of industry stakeholders attended the event, which was livestreamed via the Organization’s website and YouTube account.
In its 57th edition, the ASB continues to provide an extensive range of statistical data on nearly all aspects of the oil and gas industry, ranging from exploration and production to refining and transportation.
The publication has become a highly relied-upon source for statistics on the oil and gas activities of OPEC’s 13 Member Countries: Algeria, Angola, Congo, Equatorial Guinea, Gabon, IR Iran, Iraq, Kuwait, Libya, Nigeria, Saudi Arabia, the United Arab Emirates and Venezuela. It also provides data for other producers by geographical region and covers the world’s major economic areas.
Dr Müllner, in his welcome address, said that it is “an honour for the WU Executive Academy to sponsor the launch of OPEC’s Annual Statistical Bulletin 2022,” adding, “We are happy to have such a positive relationship” with neighbouring institutions, such as OPEC. “OPEC has been a valuable partner for our activities in research and teaching,” he stated.
In his remarks, Dr Al-Qahtani highlighted that “the ASB, through more than five decades of being published, has become a highly sought-after and trusted resource for stakeholders across the industry.”
Dr Al-Qahtani noted that the publication’s readers have increasingly turned to the ASB as “a go-to reference tool for essential data on the global oil and gas industry,” adding, “What they glean from the pages of the ASB will help them both form their insights and inform their decisions.”
“OPEC is dedicated to enhancing data transparency through broad dissemination of accurate and timely oil and gas data, not only through the ASB, but through all of our publications. Indeed, maintaining transparency in all that we do underpins our core goal of establishing sustainable oil market stability,” Dr Al-Qahtani stated.
Following the opening remarks, a panel discussion with key OPEC experts was held focusing on the highlights of this year’s ASB, which included:
After witnessing an historical drop in 2020 after the outbreak of the COVID-19 pandemic, total world crude oil production increased in 2021 by 0.52 million barrels/day (mb/d) or 0.8 per cent, as compared to 2020, for an average of 69.64 mb/d. OPEC crude oil production rose year-on-year by 0.70 mb/d, or 2.7 per cent, while crude production by non-OPEC countries fell slightly by 0.18 mb/d, or 0.4 per cent.
  With an average of 96.92 mb/d in 2021, world oil demand rebounded from the COVID-19 pandemic to grow by 5.74 mb/d y-o-y, or by 6.3 per cent. Although oil demand grew year-on-year in every region, the largest gains were recorded for OECD Americas, OECD Europe and China. Oil demand in OPEC Member Countries was bullish in 2021, gaining 5.3 per cent y-o-y. Distillates and gasoline accounted for around 55.2 per cent of 2021 world oil demand with an upward trend. Residual fuel oil requirements were about 6.6 per cent of total oil demand in 2021.
  World refinery capacity gained by 0.28 m barrels/calendar day (b/cd) to stand at 101.70 mb/cd during 2021. The non-OECD region, particularly the Middle East and China, as well as Africa and India recorded refining capacity additions. Refinery capacity in the OECD declined for the third consecutive year in 2021. Globally, refinery throughput increased by 5.1 per cent to reach 81.82 mb/d in 2021 amid bullish oil demand.
  OPEC Member Countries exported an average of 19.66 mb/d of crude oil in 2021, a slight decrease of about 0.04 mb/d, or 0.2 per cent, compared to 2020 and remaining below pre-pandemic levels. Following the pattern seen in previous years, the bulk of crude oil from OPEC Member Countries — 14.24 mb/d or 72.4 per cent — was exported to Asia. Considerable volumes of crude oil — about 3.27 mb/d — were also exported to Europe in 2021, compared with 3.13 mb/d recorded in 2020. OECD Americas imported 0.94 mb/d of crude oil from OPEC Member Countries, which was about 0.10 mb/d, or 11.5 per cent, above 2020 volumes. Exports of petroleum products from OPEC Member Countries averaged 4.03 mb/d during 2021, up by around 0.551 mb/d, or 15.8 per cent, compared to 2020. Imports of petroleum products by OPEC Member Countries averaged at 1.50 mb/d in 2021, roughly 0.015 mb/d, or 1.0 per cent, lower than in 2020.
  World proven crude oil reserves stood at 1,545 billion barrels (bn b) at the end of 2021, roughly at 2020 levels. Proven crude oil reserves in OPEC Member Countries declined marginally to 1,242 bn b at the end of 2021, following an increase during 2020. At the end of 2021, world proven natural gas reserves fell by 0.5 per cent to approximately 205.9 trillion standard cubic metres (tr s cu m). Proven natural gas reserves in OPEC Member Countries stood at 74.24 tr s cu m at the end of 2021, up 0.8 per cent from the level at the end of 2020.
  The OPEC Reference Basket averaged $69.89/b in nominal terms during 2021, up from $41.47/b in 2020, an increase of $28.42/b, or 68.5 per cent.
The discussion was followed by a Q&A session with attending journalists and analysts. A special video highlighting the publication’s key findings was also screened during the event.
In effort to facilitate access to the publication, this year’s edition of the ASB is available as an interactive version and a PDF on the OPEC website, as well as through a smart app compatible with iOS and Android platforms."
2022-06-23,"OPEC’s Annual Statistical Bulletin to be launched on 28 June 2022
No 17/2022
Vienna, Austria
23 Jun 2022
The Organization of the Petroleum Exporting Countries (OPEC) will launch the 2022 edition of its Annual Statistical Bulletin (ASB) on Tuesday, 28 June 2022, at 10:00 (CEST) at the OPEC Secretariat in Vienna, Austria. The event will be held in a hybrid format.
The publication and its key highlights will be presented by OPEC Secretary General, HE Mohammad Sanusi Barkindo, followed by a presentation and a panel discussion with key analysts and experts involved in producing the ASB. A video featuring the publication’s highlights will also be shown during the launch. Dr Jakob Müllner, Associate Professor and Academic Director at the WU Executive Academy, the sponsor of the launch, will deliver remarks at the event’s opening.
First published in 1965, the ASB, one of the Organization’s flagship publications, continues to provide a broad range of statistics and figures on the global energy industry, particularly focusing on oil and natural gas, in addition to major key economic indicators, serving as a leading source of reliable data for officials, policymakers, industry experts, analysts, researchers, members of academia and other stakeholders. The publication features comprehensive annual data on the global oil and gas supply chain, particularly on OPEC’s 13 Member Countries.
The Secretary General said: “It is my utmost pleasure to announce the launch event of the 57th edition of OPEC’s Annual Statistical Bulletin. This flagship publication continues to serve as a key reference tool for the global energy industry and beyond.
“This year’s ASB comes at a time of heightened uncertainty in the energy markets and thus it will be an essential tool in helping meet the industry’s growing need for transparent, accurate and reliable data.”
The publication will be available as an interactive version and a PDF on the OPEC website, as well as through a smart app compatible with iOS and Android platforms. Further details in this regard will be available following the launch.
Members of the press are invited to attend the launch virtually provided that they register in advance by submitting a request, along with a copy of the press credential, to webeditor@opec.org.
Journalists and analysts interested in receiving a 48-hour embargoed copy of the 2022 ASB are requested to write to webeditor@opec.org. The advance copies will be made available on Sunday, 26 June 2022, at 10:00 (CEST).
Questions on the ASB and its content can be sent beforehand to webeditor@opec.org, which will be addressed during the launch’s Q&A session by OPEC’s experts.
Additional details regarding the launch will be made available closer to the date of the event."
2022-06-22,"OPEC Secretary General receives special decoration from host country Austria
No 16/2022
Vienna, Austria
22 Jun 2022
OPEC Secretary General, HE Mohammad Sanusi Barkindo, received the Republic of Austria’s prestigious silver decoration with sash today in acknowledgement of his achievements during his two terms as Secretary General.
The honour was conferred by the Austrian President, Alexander Van der Bellen, for enhancing the bilateral ties between the Organization,  its host country and the City of Vienna. The decoration was presented during a visit by the Secretary General to HE Alexander Schallenberg, Austria’s Federal Minister of European and International Affairs.
The decoration is bestowed on citizens and foreigners who demonstrate outstanding merits and achieve exceptional accomplishments. It is known in German as ‘das Grosse Silberne Ehrenzeichen am Bande für Verdienste um die Republik Österreich’.
Minister Schallenberg emphasized OPEC’s special position globally as well as in the international community in Vienna.
The Minister also commended the Secretary General on the role he played and the contributions he made to strengthening relations between Austria and OPEC.
In return, the Secretary General expressed his deep appreciation for the decoration and thanked the Austrian Government and people for their continuous support over the last six years, highlighting Austria’s role as a host in this successful period of the Organization’s history. “Austria is and will continue to be my second home,” he said.
The Secretary General stated that “it is the honour of a lifetime to receive such a decoration. This special recognition is bestowed on all Member Countries of the Organization and the gallant staff of the OPEC Secretariat in Vienna”.
Barkindo also stressed Austria’s close cooperation and regular consultations during the COVID-19 pandemic.
OPEC has enjoyed close relations with Austria since it moved its headquarters to Vienna in 1965, five years after the founding of the Organization."
2022-06-19,"OPEC’s history book launched in Al-Shaab Hall, Baghdad
No 15/2022
Baghdad, Iraq
19 Jun 2022
The Organization of the Petroleum Exporting Countries (OPEC) and the Ministry of Oil of Iraq have launched a history book titled ‘OPEC 60 years and beyond: A story of courage, cooperation and commitment’ in Baghdad.
The launch took place in the Al-Shaab Hall in the Bab Al-Muaatham district of the Iraqi capital – the site of the Organization’s founding in September 1960. It was attended by several Iraqi Ministers, as well as senior officials from the Ministries of Oil and Culture.
The celebration’s agenda included various cultural activities, such as traditional music from OPEC Member Countries including Iraq. The programme also featured a show of traditional Iraqi costumes, which was presented by the Iraqi Al Aziaa House in Baghdad.
The publication was prepared by the OPEC Secretariat to commemorate the Organization’s 60th Anniversary. It aims to bring to a wider readership OPEC’s history, its objectives and achievements over its first six decades.
The book is divided into two sections: ‘Analyzing the 60 Years’ and ‘Cross Cutting Issues’. The first section conducts a thorough review of OPEC’s history, including key events that predated its establishment, while the second part explores important topics for the Organization’s mission and work, such as international dialogue and sustainable development.
At the launch, HE Ihsan Abdul Jabbar Ismaael, Iraq’s Minister of Oil and Head of its Delegation to OPEC, said: “It is a great privilege to launch the special book commissioned for the 60th Anniversary of OPEC’s founding. For Iraq, and the city of Baghdad in particular, we are delighted to be the site of the launch of this book.”
Minister Ismaael in his remarks recalled the founding of OPEC in September 1960 in Baghdad, highlighting that the Organization came into existence as a result of the vision of its Founder Members.
“The fact that our country is the birthplace of OPEC is an enormous source of pride for all Iraqis. We are proud of our role as a Founder Member; as a constructive force throughout the Organization’s history; a consensus forger and bridge builder,” the Minister stated, adding, “We are pleased that the Iraqi Government has sponsored this book and hope it will be a useful reference tool for future generations who seek to acquaint themselves better with our Organization.”
Referencing the publication, Minister Ismaael highlighted that “this book represents a singular accomplishment. It is meticulously researched, compellingly written and showcases the multitude of accomplishments that our Organization has achieved throughout its history.”
OPEC Secretary General, HE Mohammad Sanusi Barkindo, also delivered brief remarks at the launch, in which he lauded the Organization for its many achievements over the last six decades.
“As an Organization we have come a long way, we have witnessed many ups and downs, we have seen seven major market cycles, including the latest in the wake of the COVID-19 pandemic, we have evolved as an integral part of the international energy community and we have seen reams of column inches written about OPEC,” Barkindo noted.
The Secretary General added: “It is important to stress that in terms of OPEC’s history, the Organization is far more than just an appendage to the history of oil. It is a story of a family of nations, of people and populations, of feelings and emotions of countries rich in culture and heritage, and of the struggle of a group of developing countries to exercise the inalienable right of all countries to exercise permanent sovereignty over their natural resources in the interest of their national development.
“The history of OPEC underscores the adversities the Organization has faced, the challenges overcome, the achievements made, and the value placed on dialogue and cooperation with other industry stakeholders, including both producers and consumers.”
The Secretary General also thanked all those that were involved in producing the publication, both at the OPEC Secretariat in Vienna and in Iraq.
“We could not have done this without Iraq’s help. Your generous commitment to this project, your support for the anniversary celebration and your continued backing for OPEC, deserve a round of applause,” Barkindo added.
The Secretary General underscored that “surviving 60 years is a monumental achievement in and of itself for such an organization, but especially so for one representing one of the most volatile commodities – oil.”
At the launch, the Minister and the Secretary General both signed a copy of the book, announcing its launch.
The Organization was founded in Iraq on 10-14 September 1960 at the First Meeting of the OPEC Conference, which is widely known as the ‘Baghdad Conference’. In attendance were OPEC Founder Members: Iran, Iraq, Kuwait, Saudi Arabia and Venezuela. Today, the Organization has 13 Member Countries.
The launch took place on the sidelines of the sixth edition of Iraq Energy Forum."
2022-06-18,"OPEC Secretary General takes part in Iraq Energy Forum 2022, receives an award
No 14/2022
Baghdad, Iraq
18 Jun 2022
OPEC Secretary General, HE Mohammad Sanusi Barkindo, participated in the Sixth edition of Iraq Energy Forum in Baghdad, Iraq.
The event is planned for 18 to 20 June 2022 under the theme “Global Energy Security in Times of Conflict and Uncertain Economic Recovery.”
The Secretary General’s participation included delivering a keynote address at the Forum’s opening and taking part in a plenary session to discuss energy security and stability in the global oil market.
In his address, the Secretary General thanked the Organizers for the invitation to participate in the leading energy gathering, highlighting its timeliness and importance given recent industry developments.
“Since I attended the first iteration of this event in 2016, this Forum has gone from strength to strength to become an influential event, not only for Iraq, but for the entire Middle East region. It continues to attract leading energy figures from across the global industry,” Barkindo added.
“The unity, peace, stability, economic growth and prosperity of Iraq and its people is of a fundamental importance to OPEC,” the Secretary General stated.
Barkindo underscored the vital role that cooperation and multilateralism can play in the future of OPEC and the energy industry. He said that it is important to recognize there is no one-size-fits all pathway and we need to take an all-options approach, an all-solutions approach, and an all-technologies approach.
“At OPEC, we believe that multilateralism should be at the heart of our energy, climate and sustainable development future. OPEC and its Member Countries have been directly involved in the evolution of the multilateral UNFCCC, whose core elements, particularly equity, common-but-differentiated responsibilities and national circumstances, must remain central to all processes moving forward,” he stated.
The Secretary General added: “There is no doubt that the oil and gas industry can leverage its resources and expertise to help unlock a low-emissions future through its role as a powerful innovator in developing clean and more efficient technological solutions to help reduce emissions.”
Barkindo underlined the importance of sustainable investment in the oil industry to ensure that supply meets demand. He noted that a total investment of $11.8 trillion is required through 2045, referencing OPEC’s World Oil Outlook 2021.
Following the opening ceremony, the Organizers presented the Secretary General with the prestigious Iraq Energy Award from the Iraq Energy Institute in recognition of his many years of achievements and dedication to OPEC, its Member Countries and the global energy industry.
The Secretary General also participated in a plenary session titled ‘Global Energy Security and the Pursuit of Stable Markets’. It focused on recent energy market trends, OPEC’s role in energy security, prospects for the oil and gas industry, and the Declaration of Cooperation.
HE Ali Allawi, Iraq’s Deputy Prime Minister of Economic Affairs and Minister of Finance, was among the session’s participants.
In its sixth iteration, the Iraq Energy Forum, which is the country’s energy and economic flagship event, provided a platform for lively discussion and interactive exchange between a wide range of industry stakeholders.
The American University of Iraq in Baghdad (AUIB) has appointed the Secretary General as an Honorary Professor. AUIB is a co-organizer of the Iraq Energy Forum 2022, along with the Iraq Energy Institute and the Iraqi Government.
Iraq will also host the launch of OPEC’s history book titled “OPEC 60 years and beyond: A story of courage, cooperation and commitment” in the Al-Shaab Hall in Baghdad tomorrow, 19 June 2022. The Secretary General and Minister Ismaael will be present."
2022-06-16,"Barkindo takes part in Dundee University symposium, reappointed as Honorary Professor
No 13/2022
Vienna, Austria
16 Jun 2022
OPEC Secretary General, HE Mohammad Sanusi Barkindo, participated in a symposium organized by the University of Dundee and the Centre for Energy, Petroleum, Mineral Law and Policy (CEPMLP), together with White & Case LLP, in London, UK.
The Symposium was titled ‘Quo Vadis? – Oil and Gas in the 21st Century, Charting New Directions for the Oil and Gas Industry after COP26’.
In his remarks, the Secretary General underlined the importance and timeliness of the gathering given recent industry developments, and thanked Professor Peter Cameron, Director of CEPMLP, and all those involved for the invitation.
On the Symposium’s theme, Barkindo recalled recent events related to climate change discussions, including the Paris Agreement and the announcement of the Glasgow Climate Pact at COP26 last year, with the US back at the multilateral table.
“This was all encouraging [COP26], given the pressing need to reduce global emissions, alleviate energy poverty, counter the impacts of the COVID-19 pandemic and find a sustainable way forward that leaves no country, industry or peoples behind,” he added.
The Secretary General noted, however, that talks around energy, climate, and sustainable development continues to be extremely emotive and not as broad as one might hope. He stressed that the conversation must be global, inclusive, fair, scientific and based on facts, not emotions.
“The new parameters of the public discourse around the energy transition seem reduced to the question: are you for or against fossil fuels? It is perhaps the ultimate false dichotomy,” Barkindo stated, adding, “All voices need to be listened to. The challenges before us are enormous and complex.”
He said it requires a delicate balancing act, with comprehensive and sustainable solutions, and all voices at the table. He added: “We have been delivered a stark reminder of the recent strains and conflicts related to energy affordability, energy security, and the need to reduce emissions playing out in regions across the world at the end of 2021 and into 2022.”
“It is an energy sustainability trilemma, with each piece of the jigsaw having to fit together,” he underscored.
He also stressed the importance of investments going forward and the need for clarity from policymakers and industry stakeholders.
In this regard, he recalled the recent call from G7 Ministers of Climate, Energy and the Environment, for oil and gas producing countries, including reference to OPEC, to play a key role in ensuring stable and sustainable global energy supplies. From this perspective, he stated that at OPEC “this is what we do, day in, day out.”
At the same time, however, he highlighted that the G7 communique also committed the group of major industrialized consumer countries to end financing for most overseas fossil fuel projects by the end of 2022. In looking at these two statements, he said, “it is difficult to reconcile them.”
The University of Dundee also reappointed the Secretary General as Honorary Professor in the School of Social Sciences until May 2026. The reappointment was announced at the Symposium.
In a letter addressed to the Secretary General, the University said: “The School … would like to record its gratitude for the contribution you have made … and for your ongoing commitment to the School and the University.”"
2022-06-02,"29th OPEC and non-OPEC Ministerial Meeting
No 12/2022
Vienna, Austria
02 Jun 2022
The 29th OPEC and non-OPEC Ministerial Meeting was held via videoconference on 2 June 2022. The Meeting noted the most recent reopening from lockdowns in major global economic centers. It further noted that global refinery intake is expected to increase after seasonal maintenance. The Meeting highlighted the importance of stable and balanced markets for both crude oil and refined products.
The Meeting therefore resolved to:
Reaffirm the decision of the 10th OPEC and non-OPEC Ministerial meeting on 12 April 2020 and further endorsed in subsequent meetings, including the 19th OPEC and non-OPEC Ministerial Meeting on the 18 July 2021.
  Reconfirm the production adjustment plan and the monthly production adjustment mechanism approved at the 19th OPEC and non-OPEC Ministerial Meeting and the decision to adjust upward the monthly overall production by 0.432 mb/d for the month of July 2022.
  Advance the planned overall production adjustment for the month of September and redistribute equally the 0.432 mb/d production increase over the months of July and August 2022. Therefore, July production will be adjusted upward by 0.648 mb/d as per the attached schedule.
  Extend the compensation period until the end of December 2022 as requested by some underperforming countries and request that underperforming countries submit their plans by 17 June 2022. Compensation plans should be submitted in accordance with the statement of the 15th OPEC and non-OPEC Ministerial Meeting.
  Reiterate the critical importance of adhering to full conformity and to the compensation mechanism.
  Hold the 30th OPEC and non-OPEC Ministerial Meeting on 30 June 2022."
2022-05-10,"OPEC to attend Iraq Energy Forum 2022
No 11/2022
Vienna, Austria
10 May 2022
OPEC Secretary General, HE Mohammad Sanusi Barkindo, will participate in the 6th Iraq Energy Forum (IEF) in Baghdad, Iraq, which will be held from 18-20 June 2022.
The event will also host the formal launch of OPEC’s history book ‘OPEC 60 years and beyond: A story of courage, cooperation and commitment,’ which was prepared to commemorate the Organization’s 60th Anniversary. The focus of the publication is to bring to a wider readership OPEC’s history, its objectives and its achievements over its first six decades.
The Iraq Energy Forum, the country’s energy and economic flagship event, will return to provide platform for lively discussion and interactive exchange between a wide range of industry stakeholders.
In its sixth iteration, the Forum will attract government officials, policy- and decision-makers, industry leaders, experts and analysts from Iraq and beyond.
The event will be held under the theme ‘The Middle East as The Cornerstone of Global Energy Security,’ and will cover a number of key issues related to enregy, including global energy security, the energy transition, uncertainties related to economic recovery, investment, as well as sustainable development.
The Secretary General will also receive the prestigious 2022 Iraq Energy Award from the Iraq Energy Institute for his years of dedication to the Organization, its Member Countries, the energy industry, and his support to Iraq and its people.
The Secretary General stated: “We are extremely excited to return to Baghdad and to take part in the 6th IEF, which is taking place at a decisive moment in the history of the energy sector. IEF 2022 promises thought-provoking discussions on some of the most important issues of our times, from global energy security to the Middle East’s key role in the energy transition.
“Since I attended the first IEF in 2016, the Forum has grown into a premier regional event that attracts luminaries from Iraq’s energy industry, high-level policymakers and some of the foremost thinkers on energy. As the birthplace of OPEC in 1960 and one of the world’s most important oil providers, Iraq, the cradle of civilization and the land of prophets, is especially well suited to host discussions on how to ensure a stable, secure and sustainable energy future for all.”
HE Ali Allawi, Iraq’s Deputy Prime Minister of Economic Affairs and Minister of Finance, is among the confirmed participants in the leading energy industry event."
2022-05-05,"28th OPEC and non-OPEC Ministerial Meeting
No 10/2022
Vienna, Austria
05 May 2022
Following the conclusion of the 28th OPEC and non-OPEC Ministerial Meeting, held via videoconference on 5th May, it was noted that continuing oil market fundamentals and the consensus on the outlook pointed to a balanced market. It further noted the continuing effects of geopolitical factors and issues related to the ongoing pandemic.
The OPEC and participating non-OPEC oil producing countries therefore decided to:
Reaffirm the decision of the 10th OPEC and non-OPEC Ministerial Meeting on 12th April 2020 and further endorsed in subsequent meetings, including the 19th OPEC and non-OPEC Ministerial Meeting on the 18th July 2021.
  Reconfirm the production adjustment plan and the monthly production adjustment mechanism approved at the 19th OPEC and non-OPEC Ministerial Meeting and the decision to adjust upward the monthly overall production by 0.432 mb/d for the month of June 2022, as per the attached schedule.
  Reiterate the critical importance of adhering to full conformity and to the compensation mechanism, taking advantage of the extension of the compensation period until the end of June 2022. Compensation plans should be submitted in accordance with the statement of the 15th OPEC and non-OPEC Ministerial Meeting.
  Hold the 29th OPEC and non-OPEC Ministerial Meeting on 2 June 2022."
2022-03-31,"27th OPEC and non-OPEC Ministerial Meeting
No 08/2022
Vienna, Austria
31 Mar 2022
Following the conclusion of the 27th OPEC and non-OPEC Ministerial Meeting, held via videoconference on March 31, it was noted that continuing oil market fundamentals and the consensus on the outlook pointed to a well-balanced market, and that current volatility is not caused by fundamentals, but by ongoing geopolitical developments.
The OPEC and participating non-OPEC oil-producing countries decided to:
Reaffirm the decision of the 10th OPEC and non-OPEC Ministerial Meeting on 12th April 2020 and further endorsed in subsequent meetings including the 19th OPEC and non-OPEC Ministerial Meeting on the 18th July 2021.
  Reconfirm the baseline adjustment, the production adjustment plan and the monthly production adjustment mechanism approved at the 19th OPEC and non-OPEC Ministerial Meeting and the decision to adjust upward the monthly overall production by 0.432 mb/d for the month of May 2022, as per the attached schedule.
  Reiterate the critical importance of adhering to full conformity and to the compensation mechanism taking advantage of the extension of the compensation period until the end of June 2022. Compensation plans should be submitted in accordance with the statement of the 15th OPEC and non-OPEC Ministerial Meeting.
  Hold the 28th OPEC and non-OPEC Ministerial Meeting on 5 May 2022."
2022-03-31,"Outcome of the Extraordinary 183rd Meeting of the OPEC Conference
No 09/2022
Vienna, Austria
31 Mar 2022
At the Extraordinary 183rd Meeting of the OPEC Conference held via videoconference today, the Conference, in a short meeting, approved with immediate effect, the replacement of the International Energy Agency (IEA) with Wood Mackenzie and Rystad Energy as secondary sources used to assess OPEC Member Countries crude oil production."
2022-03-27,"Barkindo named Atlantic Council Distinguished Fellow in recognition of his outstanding achievements
No 07/2022
Dubai, United Arab Emirates
27 Mar 2022
OPEC Secretary General, HE Mohammad Sanusi Barkindo, was today named a Distinguished Fellow of the Atlantic Council in acknowledgement of his outstanding achievements as Secretary General of the Organization and contributions to the global energy community.
Barkindo received this honour during a dinner hosted as part of the Global Energy Forum by the Atlantic Council in Dubai, UAE.
In his acceptance speech, the Secretary General highlighted that serving as Secretary General of OPEC has been an honour of a lifetime. Barkindo emphasized that he has witnessed both challenging and historic moments over the last six years, which have underscored time and again the importance of cooperation and teamwork.
He also stressed that none of the achievements would have been possible without the tireless efforts of the OPEC Secretariat’s staff members, highlighting their dedication and professionalism.
Barkindo will become a Distinguished Fellow of the Council after he completes his second successful term as OPEC Secretary General on 1 August 2022."
2022-03-02,"26th OPEC and non-OPEC Ministerial Meeting concludes
No 06/2022
Vienna, Austria
02 Mar 2022
Following the conclusion of the 26th OPEC and non-OPEC Ministerial Meeting, held via videoconference on 2 March 2022, and based on internal consultation held exclusively by the OPEC and participating non-OPEC oil-producing countries in the Declaration of Cooperation of (DoC), it was noted that current oil market fundamentals and the consensus on its outlook pointed to a well-balanced market, and that current volatility is not caused by changes in market fundamentals but by current geopolitical developments.
The OPEC and participating non-OPEC oil-producing countries decided to:
Reaffirm the decision of the 10th Ministerial Meeting on 12 April 2020 and further endorsed in subsequent meetings including the 19th Ministerial Meeting on 18 July 2021.
  Reconfirm the production adjustment plan and the monthly production adjustment mechanism approved at the 19th Ministerial Meeting and the decision to adjust upward the monthly overall production by 0.4 mb/d for the month of April 2022, as per the attached schedule.
  Reiterate the critical importance of adhering to full conformity and to the compensation mechanism taking advantage of the extension of the compensation period until the end of June 2022. Compensation plans should be submitted in accordance with the statement of the 15th Ministerial Meeting.
  Hold the 27th OPEC and non-OPEC Ministerial Meeting on 31 March 2022."
